asset_id	pdb_id_or_scope	scientific_role	archive_filename_or_label	local_availability	repository	persistent_id	bytes	sha256	access_status	completeness	license_status	source_version_or_date	notes
md-1hih-native-1hih-representative-md-snapshots	1HIH	representative MD snapshots	md/1hih/native-1hih/representative-md-snapshots	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-1hih-native-1hih-restart-or-checkpoint-files	1HIH	restart or checkpoint files	md/1hih/native-1hih/restart-or-checkpoint-files	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-1hsg-native-1hsg-full-md-inputs	1HSG	full MD inputs	md/1hsg/native-1hsg/full-md-inputs	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-1hsg-native-1hsg-full-md-trajectories	1HSG	full MD trajectories	md/1hsg/native-1hsg/full-md-trajectories	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-1hsg-native-1hsg-representative-md-snapshots	1HSG	representative MD snapshots	md/1hsg/native-1hsg/representative-md-snapshots	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-1hsg-native-1hsg-restart-or-checkpoint-files	1HSG	restart or checkpoint files	md/1hsg/native-1hsg/restart-or-checkpoint-files	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-1tco-native-1tco-full-md-inputs	1TCO	full MD inputs	md/1tco/native-1tco/full-md-inputs	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-1tco-native-1tco-full-md-trajectories	1TCO	full MD trajectories	md/1tco/native-1tco/full-md-trajectories	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-1tco-native-1tco-representative-md-snapshots	1TCO	representative MD snapshots	md/1tco/native-1tco/representative-md-snapshots	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-1tco-native-1tco-restart-or-checkpoint-files	1TCO	restart or checkpoint files	md/1tco/native-1tco/restart-or-checkpoint-files	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-3dji-native-3dji-full-md-inputs	3DJI	full MD inputs	md/3dji/native-3dji/full-md-inputs	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-3dji-native-3dji-full-md-trajectories	3DJI	full MD trajectories	md/3dji/native-3dji/full-md-trajectories	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-3dji-native-3dji-representative-md-snapshots	3DJI	representative MD snapshots	md/3dji/native-3dji/representative-md-snapshots	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-3dji-native-3dji-restart-or-checkpoint-files	3DJI	restart or checkpoint files	md/3dji/native-3dji/restart-or-checkpoint-files	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-4w9h-native-4w9h-full-md-inputs	4W9H	full MD inputs	md/4w9h/native-4w9h/full-md-inputs	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-4w9h-native-4w9h-full-md-trajectories	4W9H	full MD trajectories	md/4w9h/native-4w9h/full-md-trajectories	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-4w9h-native-4w9h-representative-md-snapshots	4W9H	representative MD snapshots	md/4w9h/native-4w9h/representative-md-snapshots	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-4w9h-native-4w9h-restart-or-checkpoint-files	4W9H	restart or checkpoint files	md/4w9h/native-4w9h/restart-or-checkpoint-files	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-5j89-apo-5j89-nolig-full-md-inputs	5J89	full MD inputs	md/5j89/apo-5j89-nolig/full-md-inputs	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-5j89-apo-5j89-nolig-full-md-trajectories	5J89	full MD trajectories	md/5j89/apo-5j89-nolig/full-md-trajectories	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-5j89-apo-5j89-nolig-representative-md-snapshots	5J89	representative MD snapshots	md/5j89/apo-5j89-nolig/representative-md-snapshots	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-5j89-apo-5j89-nolig-restart-or-checkpoint-files	5J89	restart or checkpoint files	md/5j89/apo-5j89-nolig/restart-or-checkpoint-files	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-5j89-native-5j89-lig-full-md-inputs	5J89	full MD inputs	md/5j89/native-5j89-lig/full-md-inputs	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-5j89-native-5j89-lig-full-md-trajectories	5J89	full MD trajectories	md/5j89/native-5j89-lig/full-md-trajectories	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-5j89-native-5j89-lig-representative-md-snapshots	5J89	representative MD snapshots	md/5j89/native-5j89-lig/representative-md-snapshots	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-5j89-native-5j89-lig-restart-or-checkpoint-files	5J89	restart or checkpoint files	md/5j89/native-5j89-lig/restart-or-checkpoint-files	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-5j89-redock-5j89-redock-full-md-inputs	5J89	full MD inputs	md/5j89/redock-5j89-redock/full-md-inputs	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-5j89-redock-5j89-redock-full-md-trajectories	5J89	full MD trajectories	md/5j89/redock-5j89-redock/full-md-trajectories	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-5j89-redock-5j89-redock-representative-md-snapshots	5J89	representative MD snapshots	md/5j89/redock-5j89-redock/representative-md-snapshots	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-5j89-redock-5j89-redock-restart-or-checkpoint-files	5J89	restart or checkpoint files	md/5j89/redock-5j89-redock/restart-or-checkpoint-files	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-5lge-native-5lge-lig-full-md-inputs	5LGE	full MD inputs	md/5lge/native-5lge-lig/full-md-inputs	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-5lge-native-5lge-lig-full-md-trajectories	5LGE	full MD trajectories	md/5lge/native-5lge-lig/full-md-trajectories	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-5lge-native-5lge-lig-representative-md-snapshots	5LGE	representative MD snapshots	md/5lge/native-5lge-lig/representative-md-snapshots	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-5lge-native-5lge-lig-restart-or-checkpoint-files	5LGE	restart or checkpoint files	md/5lge/native-5lge-lig/restart-or-checkpoint-files	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-5lge-redock-5lge-redock-full-md-inputs	5LGE	full MD inputs	md/5lge/redock-5lge-redock/full-md-inputs	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-5lge-redock-5lge-redock-full-md-trajectories	5LGE	full MD trajectories	md/5lge/redock-5lge-redock/full-md-trajectories	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-5lge-redock-5lge-redock-representative-md-snapshots	5LGE	representative MD snapshots	md/5lge/redock-5lge-redock/representative-md-snapshots	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-5lge-redock-5lge-redock-restart-or-checkpoint-files	5LGE	restart or checkpoint files	md/5lge/redock-5lge-redock/restart-or-checkpoint-files	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-5niu-native-5niu-full-md-inputs	5NIU	full MD inputs	md/5niu/native-5niu/full-md-inputs	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-5niu-native-5niu-full-md-trajectories	5NIU	full MD trajectories	md/5niu/native-5niu/full-md-trajectories	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-5niu-native-5niu-representative-md-snapshots	5NIU	representative MD snapshots	md/5niu/native-5niu/representative-md-snapshots	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-5niu-native-5niu-restart-or-checkpoint-files	5NIU	restart or checkpoint files	md/5niu/native-5niu/restart-or-checkpoint-files	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-5tbm-apo-5tbm-nolig-full-md-inputs	5TBM	full MD inputs	md/5tbm/apo-5tbm-nolig/full-md-inputs	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-5tbm-apo-5tbm-nolig-full-md-trajectories	5TBM	full MD trajectories	md/5tbm/apo-5tbm-nolig/full-md-trajectories	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-5tbm-apo-5tbm-nolig-representative-md-snapshots	5TBM	representative MD snapshots	md/5tbm/apo-5tbm-nolig/representative-md-snapshots	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-5tbm-apo-5tbm-nolig-restart-or-checkpoint-files	5TBM	restart or checkpoint files	md/5tbm/apo-5tbm-nolig/restart-or-checkpoint-files	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-5tbm-native-5tbm-lig-full-md-inputs	5TBM	full MD inputs	md/5tbm/native-5tbm-lig/full-md-inputs	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-5tbm-native-5tbm-lig-full-md-trajectories	5TBM	full MD trajectories	md/5tbm/native-5tbm-lig/full-md-trajectories	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-5tbm-native-5tbm-lig-representative-md-snapshots	5TBM	representative MD snapshots	md/5tbm/native-5tbm-lig/representative-md-snapshots	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-5tbm-native-5tbm-lig-restart-or-checkpoint-files	5TBM	restart or checkpoint files	md/5tbm/native-5tbm-lig/restart-or-checkpoint-files	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-5tbm-redock-5tbm-redock-full-md-inputs	5TBM	full MD inputs	md/5tbm/redock-5tbm-redock/full-md-inputs	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-5tbm-redock-5tbm-redock-full-md-trajectories	5TBM	full MD trajectories	md/5tbm/redock-5tbm-redock/full-md-trajectories	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-5tbm-redock-5tbm-redock-representative-md-snapshots	5TBM	representative MD snapshots	md/5tbm/redock-5tbm-redock/representative-md-snapshots	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-5tbm-redock-5tbm-redock-restart-or-checkpoint-files	5TBM	restart or checkpoint files	md/5tbm/redock-5tbm-redock/restart-or-checkpoint-files	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-6e3s-native-6e3s-full-md-inputs	6E3S	full MD inputs	md/6e3s/native-6e3s/full-md-inputs	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-6e3s-native-6e3s-full-md-trajectories	6E3S	full MD trajectories	md/6e3s/native-6e3s/full-md-trajectories	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-6e3s-native-6e3s-representative-md-snapshots	6E3S	representative MD snapshots	md/6e3s/native-6e3s/representative-md-snapshots	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-6e3s-native-6e3s-restart-or-checkpoint-files	6E3S	restart or checkpoint files	md/6e3s/native-6e3s/restart-or-checkpoint-files	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
