pdb_id,cluster_v2_id,Within_PDB_rank,automated_evidence_label,label_reason,independent_evidence_details,R_auto_DCC_A,R_auto_contact_recall,R_auto_residue_IoU,QC_status,unresolved_flag,label_scope,interpretation_guardrail
1A9M,1A9M_V2C018,12,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,12.6858527532537,0.115384615384615,0.111111111111111,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1A9M,1A9M_V2C015,13,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,27.4354022241874,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1A9M,1A9M_V2C021,14,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,22.5507497140834,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1A9M,1A9M_V2C007,15,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,20.0358814186399,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1A9M,1A9M_V2C013,16,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,15.7305080346471,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1A9M,1A9M_V2C005,17,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,12.3601427979316,0.0384615384615385,0.0344827586206897,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1A9M,1A9M_V2C014,18,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,26.2770828838214,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1A9M,1A9M_V2C011,19,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,16.8507500180616,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1A9M,1A9M_V2C006,20,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,23.2311386721716,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1A9M,1A9M_V2C009,21,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,23.146100688055,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1FAP,1FAP_V2C002,1,R_auto,"reference_rule_pass:DCC=5.43A,contact_recall=1.000,IoU=0.310",,5.4278820805746,1,0.30952380952381,QC_possible_split,true,static_top3,reproducible_evidence_state_not_manual_or_experimental_confirmation
1FAP,1FAP_V2C003,2,R_auto,"reference_rule_pass:DCC=5.38A,contact_recall=1.000,IoU=0.591",MD_contact_region_support:1FAP,5.37722753279479,1,0.590909090909091,QC_pass,false,static_top3,reproducible_evidence_state_not_manual_or_experimental_confirmation
1FAP,1FAP_V2C006,3,A_auto,"assembly_interface_support:overlap=0.778,distance=4.60A","assembly_interface_support:overlap=0.778,distance=4.60A",11.7959696281763,0.115384615384615,0.09375,QC_boundary_sensitive,true,static_top3,reproducible_evidence_state_not_manual_or_experimental_confirmation
1FAP,1FAP_V2C001,4,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,27.8202690284119,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1FAP,1FAP_V2C007,5,A_auto,"assembly_interface_support:overlap=0.529,distance=3.13A","assembly_interface_support:overlap=0.529,distance=3.13A",12.4939578243212,0.153846153846154,0.102564102564103,not_in_static_top3,false,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1FAP,1FAP_V2C004,6,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,21.4337183386784,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1FAP,1FAP_V2C005,7,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,19.4685001627374,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1FAP,1FAP_V2C008,8,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,22.3855280828858,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1FAP,1FAP_V2C017,9,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,13.6886817691966,0.0769230769230769,0.0666666666666667,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1FAP,1FAP_V2C009,10,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,10.8849992482606,0.192307692307692,0.151515151515152,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1FAP,1FAP_V2C018,11,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,13.0658926816809,0.0769230769230769,0.0606060606060606,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1FAP,1FAP_V2C015,12,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,20.2549475378974,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1FAP,1FAP_V2C012,13,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,15.0832265910554,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1FAP,1FAP_V2C016,14,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,16.7857970642327,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1FAP,1FAP_V2C013,15,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,17.7675697927253,0.0384615384615385,0.03125,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1FAP,1FAP_V2C011,16,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,20.3895239567648,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1FAP,1FAP_V2C020,17,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,23.8421813870373,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1FAP,1FAP_V2C010,18,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,25.4003695255979,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1FAP,1FAP_V2C014,19,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,26.1296687089846,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1FAP,1FAP_V2C019,20,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,20.4976663377397,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1HIH,1HIH_V2C004,1,R_auto,"reference_rule_pass:DCC=1.02A,contact_recall=1.000,IoU=0.483","assembly_interface_support:overlap=0.633,distance=3.94A",1.02366949121938,1,0.483333333333333,QC_pass,false,static_top3,reproducible_evidence_state_not_manual_or_experimental_confirmation
1HIH,1HIH_V2C006,2,R_auto,"reference_rule_pass:DCC=1.03A,contact_recall=1.000,IoU=0.690","assembly_interface_support:overlap=0.762,distance=4.29A;MD_contact_region_support:1HIH",1.02786866662809,1,0.69047619047619,QC_possible_split,true,static_top3,reproducible_evidence_state_not_manual_or_experimental_confirmation
1HIH,1HIH_V2C003,3,A_auto,"assembly_interface_support:overlap=0.929,distance=3.51A","assembly_interface_support:overlap=0.929,distance=3.51A",19.2336975248904,0,0,QC_pass,false,static_top3,reproducible_evidence_state_not_manual_or_experimental_confirmation
1HIH,1HIH_V2C001,4,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,24.9732313633527,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1HIH,1HIH_V2C013,5,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,19.3843411210936,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1HIH,1HIH_V2C008,6,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,21.5922160420751,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1HIH,1HIH_V2C005,7,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,23.8134729409221,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1HIH,1HIH_V2C015,8,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,16.3497289428037,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1HIH,1HIH_V2C002,9,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,24.6282492539139,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1HIH,1HIH_V2C012,10,R_auto,"reference_rule_pass:DCC=8.42A,contact_recall=0.172,IoU=0.156",,8.42462817277382,0.172413793103448,0.15625,not_in_static_top3,false,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1HIH,1HIH_V2C014,11,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,9.43219871155855,0.0689655172413793,0.0645161290322581,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1HIH,1HIH_V2C007,12,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,23.6579198272728,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1HIH,1HIH_V2C011,13,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,13.3765224823224,0.0344827586206897,0.0303030303030303,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1HIH,1HIH_V2C016,14,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,13.8288848761069,0.0344827586206897,0.0294117647058824,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1HIH,1HIH_V2C010,15,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,16.7392236584188,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1HIH,1HIH_V2C018,16,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,19.4254739187122,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1HIH,1HIH_V2C019,17,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,16.6713610865981,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1HIH,1HIH_V2C009,18,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,18.4445169502443,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1HIH,1HIH_V2C017,19,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,19.6830162835423,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1HSG,1HSG_V2C001,1,R_auto,"reference_rule_pass:DCC=0.61A,contact_recall=1.000,IoU=0.526","assembly_interface_support:overlap=0.702,distance=4.43A;MD_contact_region_support:1HSG",0.612725032483659,1,0.526315789473684,QC_pass,false,static_top3,reproducible_evidence_state_not_manual_or_experimental_confirmation
1HSG,1HSG_V2C005,2,A_auto,"assembly_interface_support:overlap=1.000,distance=2.81A","assembly_interface_support:overlap=1.000,distance=2.81A",17.5857176880232,0,0,QC_pass,false,static_top3,reproducible_evidence_state_not_manual_or_experimental_confirmation
1HSG,1HSG_V2C010,3,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,17.15753692401,0.0666666666666667,0.0425531914893617,QC_pass,true,static_top3,reproducible_evidence_state_not_manual_or_experimental_confirmation
1HSG,1HSG_V2C003,4,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,24.7265491587234,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1HSG,1HSG_V2C014,5,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,19.7557717157038,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1HSG,1HSG_V2C018,6,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,21.8358560095757,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1HSG,1HSG_V2C002,7,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,24.2745708182426,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1HSG,1HSG_V2C011,8,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,9.0100756034187,0.0666666666666667,0.0625,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1HSG,1HSG_V2C004,9,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,23.9875894108435,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1HSG,1HSG_V2C008,10,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,9.75404438226714,0.1,0.0967741935483871,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1HSG,1HSG_V2C017,11,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,10.9090489334995,0.1,0.0967741935483871,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1HSG,1HSG_V2C012,12,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,24.7300530342445,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1HSG,1HSG_V2C019,13,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,21.5396714877492,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1HSG,1HSG_V2C016,14,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,13.4095473898264,0.0333333333333333,0.0294117647058824,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1HSG,1HSG_V2C015,15,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,12.8810162901597,0.0333333333333333,0.0285714285714286,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1HSG,1HSG_V2C006,16,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,14.3121392102243,0.0333333333333333,0.0294117647058824,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1HSG,1HSG_V2C007,17,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,15.1666234530113,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1HSG,1HSG_V2C013,18,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,15.7586300220775,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1HSG,1HSG_V2C009,19,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,16.0326836017193,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1SHL,1SHL_V2C002,1,R_auto,"reference_rule_pass:DCC=4.16A,contact_recall=1.000,IoU=0.233",,4.1563857004351,1,0.233333333333333,QC_boundary_sensitive,true,static_top3,reproducible_evidence_state_not_manual_or_experimental_confirmation
1SHL,1SHL_V2C005,2,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,22.6309638648716,0,0,QC_pass,true,static_top3,reproducible_evidence_state_not_manual_or_experimental_confirmation
1SHL,1SHL_V2C001,3,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,20.662850401671,0,0,QC_pass,true,static_top3,reproducible_evidence_state_not_manual_or_experimental_confirmation
1SHL,1SHL_V2C004,4,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,25.7366038057302,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1SHL,1SHL_V2C003,5,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,26.3518664984689,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1SHL,1SHL_V2C008,6,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,25.2709810445326,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1SHL,1SHL_V2C006,7,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,15.969614664867,0.142857142857143,0.05,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1SHL,1SHL_V2C007,8,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,22.4286501580136,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1SHL,1SHL_V2C010,9,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,14.6895490231906,0.142857142857143,0.0588235294117647,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1SHL,1SHL_V2C019,10,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,24.358947390089,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1SHL,1SHL_V2C011,11,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,10.3390022706799,0.428571428571429,0.214285714285714,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1SHL,1SHL_V2C017,12,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,26.4518349165634,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1SHL,1SHL_V2C013,13,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,16.2128476201167,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1SHL,1SHL_V2C026,14,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,21.8168734687884,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1SHL,1SHL_V2C012,15,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,16.8140116555546,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1SHL,1SHL_V2C009,16,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,27.0181156440105,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1SHL,1SHL_V2C016,17,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,10.572024465259,0.142857142857143,0.0769230769230769,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1SHL,1SHL_V2C022,18,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,25.7161286807118,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1SHL,1SHL_V2C025,19,R_auto,"reference_rule_pass:DCC=8.52A,contact_recall=0.286,IoU=0.167",,8.51862255256828,0.285714285714286,0.166666666666667,not_in_static_top3,false,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1SHL,1SHL_V2C021,20,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,13.0242075685178,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1SHL,1SHL_V2C020,21,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,16.36644788105,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1SHL,1SHL_V2C023,22,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,24.3771714818009,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1SHL,1SHL_V2C027,23,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,28.2306300638708,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1SHL,1SHL_V2C014,24,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,16.5965008440221,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1SHL,1SHL_V2C018,25,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,14.1652064939282,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1SHL,1SHL_V2C015,26,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,15.3007309409755,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1SHL,1SHL_V2C024,27,U_auto,acceptable_static_candidate_without_sufficient_R_auto_or_A_auto_evidence,,22.4200651844085,0,0,not_in_static_top3,true,non_top3_posthoc_mapping,reproducible_evidence_state_not_manual_or_experimental_confirmation
1TCO,1TCO_V2C004,1,A_auto,"assembly_interface_support:overlap=0.390,distance=1.59A","assembly_interface_support:overlap=0.390,distance=1.59A",25.7519361368637,0.0740740740740741,0.0238095238095238,QC_boundary_sensitive,true,static_top3,reproducible_evidence_state_not_manual_or_experimental_confirmation
1TCO,1TCO_V2C003,2,A_auto,"assembly_interface_support:overlap=0.596,distance=3.23A","assembly_interface_support:overlap=0.596,distance=3.23A",16.8740248590178,0.148148148148148,0.0571428571428571,QC_pass,false,static_top3,reproducible_evidence_state_not_manual_or_experimental_confirmation
1TCO,1TCO_V2C006,3,A_auto,"assembly_interface_support:overlap=0.581,distance=3.80A","assembly_interface_support:overlap=0.581,distance=3.80A",19.6799934173684,0.0740740740740741,0.0357142857142857,QC_pass,false,static_top3,reproducible_evidence_state_not_manual_or_experimental_confirmation
